カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
NACCS法,58-27-5,A,関税法第7条第3項の規定による申告納税方式が適用される輸入貨物に係る関税定率法別表の適用上の所属に関する教示の求めは、電子情報処理組織（NACCS）を使用して行うことができる。,○×,○,"できる(NACCS令1条1項1号、別表1項)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
輸入してはならない貨物,58-28-1,B,税関長は、実用新案権者からの輸入差止申立てに係る貨物について認定手続を執る場合であって、当該貨物を輸入しようとする者からその貨物がその実用新案権を侵害する物品に該当するか否かを争う旨の書面の提出がないときは、当該実用新案権者及び当該貨物を輸入しようとする者に対し当該貨物が当該実用新案権を侵害する物品に該当するか否かについての証拠を提出し、及び意見を述べる機会を与えることを要しない。,○×,○,"認定手続が開始すると、税関長は、輸入しようとする者に対して通知を行うが、輸入者から証拠や意見の提出がない場合、税関長は、証拠を提出し、及び意見を述べる機会を与えることを要しない(簡素化手続　関令62条の16第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸入してはならない貨物,58-28-2,A,税関長は、輸入されようとする貨物であって、商標権を侵害する物品に該当する貨物であると思料するものについては、認定手続を経た後でなければ、没収して廃棄することができない。,○×,○,"知的財産侵害物品は、認定手続を経た後でなければ、没収、廃棄、積戻し命令ができない(関69条の11第2項、69条の12第5項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸入してはならない貨物,58-28-3,A,回路配置利用権者は、自己の回路配置利用権を侵害すると認める貨物が関税法第6章（通関）に定めるところに従い輸入されようとする場合であっても、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が当該回路配置利用権を侵害する物品に該当するか否かについての認定手続を執るべきことを申し立てることはできない。,○×,○,"回路配置利用権については輸入差止申立てはできない。その代わり輸入差止情報提供という制度が利用できる(関69条の13、関通69の13-12)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
輸入してはならない貨物,58-28-4,A,特許権者は、自己の特許権を侵害すると認める貨物に関し、当該貨物の蔵置が予定されている場所を管轄する税関長以外の税関長に対し、その侵害の事実を疎明するために必要な証拠を提出することはできず、また、当該貨物が関税法第6章（通関）に定めるところに従い輸入されようとする場合は、当該貨物が当該特許権を侵害する物品に該当するか否かについての認定手続を執るべきことを申し立てることはできない。,○×,×,"特許権者は、自己の特許権を侵害すると認める貨物に関し、「いずれかの」税関長に対し、その侵害の事実を疎明するために必要な証拠を提出することができる(関69条の13第1項、関令62条の17)。また、当該貨物が関税法第6章（通関）に定めるところに従い輸入されようとする場合は、当該貨物が当該特許権を侵害する物品に該当するか否かについての認定手続を執るべきことを申し立てること（輸入差止申立て）ができる。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
輸入してはならない貨物,58-28-5,A,輸入差止申立てが受理された実用新案権者が、当該申立てに係る貨物についての認定手続が執られている間に、税関長の承認を受けて見本の検査をする場合には、税関職員が立ち会うものとされており、また、当該見本に係る疑義貨物を輸入しようとする者も、税関長に申請し、これに立ち会うことができる。,○×,○,"輸入差止申立てが受理された実用新案権者が、当該申立てに係る貨物についての認定手続が執られている間に、税関長の承認を受けて見本の検査をする場合には、税関職員が立ち会うものとされており、この場合、貨物を輸入しようとする者も、税関長に申請して立ち会うことができる(関69条の16第6項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（5）差止申立てルート独自の規定-④見本の検査（輸入のみ）]"
輸出してはならない貨物,58-29-1,A,回路配置利用権を侵害する物品は、輸出してはならない貨物に該当する。,○×,×,"回路配置利用権を侵害する物品は、輸出してはならない貨物に該当しない(関69条の2第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（6）知的財産侵害物品のグループ（⑪から⑬）]"
輸出してはならない貨物,58-29-2,A,税関長は、輸出されようとする貨物のうちに意匠権を侵害する物品に該当する貨物があると思料するときは、認定手続を執ることなく当該貨物を没収して廃棄することができる。,○×,×,"知的財産侵害物品は、認定手続を経た後でなければ、没収、廃棄ができない(関69条の2第2項、69条の3第4項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸出してはならない貨物,58-29-3,A,税関長は、育成者権を侵害する貨物に係る輸出差止申立てがあった場合において必要があると認めるときは、当該申立てがあった際に、提出された証拠が当該申立てに係る侵害の事実を疎明するに足りると認められるか否かについて、農林水産大臣に対し意見を求めることができる。,○×,×,"税関長は、輸出差止申立てがあった場合において必要があると認めるときは、申立てがあった際に、提出された証拠が当該申立てに係る侵害の事実を疎明するに足りると認められるか否かについて、専門委員に対し意見を求めることができる(関69条の5)。なお、育成権侵害の認定手続においては、農林水産大臣に対し意見を求めることができる(関69条の8第1項)。差止申立て段階での意見照会と認定手続段階での意見照会は別の制度であり、照会先も異なるのでしっかり区別してほしい。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（3）申立て受理の審査開始、疎明のための意見照会]"
輸出してはならない貨物,58-29-4,A,税関長は、輸出されようとする貨物につき、特許権を侵害する物品に該当するか否かについての認定手続を執った場合において、その特許権者が当該貨物に係る輸出差止申立てを行っていないときであっても、当該特許権者に対して当該貨物を点検する機会を与えなければならない。,○×,×,"貨物を点検する機会が与えられるのは、輸出差止申立てを行ったときのみである(関69条の4第4項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（5）差止申立てルート独自の規定-④貨物の点検]"
輸出してはならない貨物,58-29-5,A,税関長は、輸出されようとする貨物が児童ポルノに該当すると認めるのに相当の理由があると思料する場合であっても、児童ポルノに該当するか否かについての認定手続を執ることを要しない。,○×,○,"税関長は、輸出されようとする貨物のうちに知的財産侵害物品があると思料するときは、認定手続を執らなければならない(関69条の3第1項)。認定手続を要するのは、輸出してはならない貨物のうち知的財産侵害物品のみである。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
特殊関税,58-30-1,B,外国において生産又は輸出について直接又は間接に補助金の交付を受けた貨物の輸入が、当該補助金の交付を受けた輸入貨物と同種の貨物を生産している本邦の産業に実質的な損害を与える事実がある場合において、当該本邦の産業を保護するため必要があると認められるときは、当該貨物で輸入されるものにつき、相殺関税を課することができる。,○×,○,"相殺関税は、以下のいずれも満たすときに課す(関率7条1項)ので、正しい。

1.外国において生産又は輸出につき補助金の交付を受けた貨物を輸入するという事実がある。
2.その輸入が本邦の産業（輸入貨物と同種の貨物を生産している本邦の産業に限る。）に実質的な損害を与え、若しくは与えるおそれがあり、又は本邦の産業の確立を実質的に妨げているという事実がある。
3.本邦の産業を保護するため必要があると認められる。

[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（1）相殺関税を課すための要件]"
特殊関税,58-30-2,B,関税定率法第7条第1項に規定する、外国において生産又は輸出について直接又は間接に補助金の交付を受けた貨物の輸入が、当該補助金の交付を受けた輸入貨物と同種の貨物を生産している本邦の産業に実質的な損害を与える事実がある場合における「本邦の産業」とは、当該輸入貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいうものとされている。,○×,○,"この「本邦の産業」とは、輸入貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合(概ね50%)以上である本邦の生産者を指す(相殺関税に関する政令2条1項、相殺関税に関する手続等についてのガイドライン)。よって、正しい。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（1）相殺関税を課すための要件]"
特殊関税,58-30-3,B,輸入貨物について相殺関税が課されている場合において、補助金の交付を受けた当該輸入貨物の輸入及び当該輸入が本邦の産業（当該補助金の交付を受けた輸入貨物と同種の貨物を生産しているものに限る。）に実質的な損害を与える事実が当該相殺関税を課することとした期間の満了後に継続するおそれがあると認められるときは、当該期間を延長することができる。,○×,○,"相殺関税を課す際は、貨物、貨物の供給者（輸出者又は生産者）、供給国（輸出国又は原産国）、期間（5年以内）を指定して行う(関率7条1項)。ただし、外国において生産又は輸出につき補助金の交付を受けた貨物を輸入するという事実か、その輸入が本邦の産業（輸入貨物と同種の貨物を生産している本邦の産業に限る。）に実質的な損害を与え、若しくは与えるおそれがあり、又は本邦の産業の確立を実質的に妨げているという事実が指定期間満了後も継続し、又は再発するおそれがあると認められるときは、指定された期間を延長できる(関率7条22項)。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（3）指定]"
特殊関税,58-30-4,B,政府は、関税定率法第7条第1項に規定する本邦の産業に利害関係を有する者から、補助金の交付を受けた貨物の輸入の事実及び当該輸入が同項に規定する本邦の産業に実質的な損害を与える事実についての十分な証拠が提出され、当該貨物に対し相殺関税を課することの求めがあった場合には、これらの事実の有無につき調査を行うものとされており、当該調査は、当該調査を開始した日から6月以内に終了しなければならない。,○×,×,"この調査は、原則として調査開始日から1年以内に終了するが、特別の理由により必要があると認められる場合には、6月以内に限り延長できる(関率7条7項)。したがって、「調査を開始した日から6月以内に終了しなければならない」という部分が誤りとなる。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（5）調査開始から指定までの手続-①調査開始]"
特殊関税,58-30-5,B,関税定率法第7条第5項の規定により相殺関税を課することを求めることができる「本邦の産業に利害関係を有する者」には、外国において輸出について直接に補助金の交付を受けた輸入貨物と同種の貨物の本邦の生産者であって、当該生産者の当該貨物の本邦における生産高の合計が当該貨物の本邦における総生産高の4分の1以上の割合を占めるものが含まれる。,○×,○,"相殺関税を課すための要件を満たしているかの調査を開始する場合、本邦の産業に利害関係を有する者が、政府に対し十分な証拠を提出し、その貨物に対し相殺関税を課することを求めることで開始することができる(関率7条5項)。この「本邦の産業に利害関係を有する者」には、外国において輸出について直接に補助金の交付を受けた輸入貨物と同種の貨物の本邦の生産者であって、当該生産者の当該貨物の本邦における生産高の合計が当該貨物の本邦における総生産高の4分の1以上の割合を占めるものが含まれる(相殺関税に関する政令3条1項1号)。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（5）調査開始から指定までの手続-①調査開始]"
