カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
減免戻し税,57-23-4,A,関税を納付して輸入された貨物のうち品質が契約の内容と相違するため返送することがやむを得ないと認められる貨物であって、その輸入の時の性質及び形状に変更を加えないものを本邦から返送のため輸出するときは、当該貨物がその輸入の許可の日から3月以内に保税地域に入れられたものである場合に限り、関税定率法第20条第1項(違約品等の再輸出又は廃棄の場合の戻し税等)の規定により関税の払戻しを受けることができる。,○×,×,"輸入の許可の日から3月以内ではなく、輸入の許可の日から6月以内である(関率20条1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第6章（減免戻し税4（再輸出））-6.違約品等の再輸出又は廃棄の場合の戻し税（関率20条）-（1）要件]"
減免戻し税,57-23-5,A,修繕のため本邦から輸出され、その輸出の許可の日から1年以内に輸入される貨物については、本邦においてその修繕をすることが困難であると認められるものに限り、関税定率法第11条(加工又は修繕のため輸出された貨物の減税)の規定により関税の軽減を受けることができる。,○×,×,"加工又は修繕のため本邦から輸出され、その輸出の許可の日から1年（1年を超えることがやむを得ないと認められる理由がある場合において、税関長の承認を受けたときは、1年を超え税関長が指定する期間）以内に輸入される貨物（加工のためのものについては、本邦においてその加工をすることが困難であると認められるものに限る。）については、関税を軽減することができる(関率11条)。修繕のためのものについては、本邦において修繕をすることが困難であると認められるものに限るという要件はない。
[参照　第3編（関税定率法、関税暫定措置法）-第5章（減免戻し税3（再輸入））-4.加工又は修繕のため輸出された貨物の減税（関率11条）-（1）要件]"
課税価格の決定,57-24-1,A,課税価格を計算する場合において、輸入貨物に係る取引の状況その他の事情からみて輸入申告の時(関税法第4条第1項第2号から第8号まで(課税物件の確定の時期)に掲げる貨物にあっては、当該各号に定める時)までに当該輸入貨物に変質があったと認められるときは、当該輸入貨物の課税価格は、当該変質がなかったものとした場合に計算される課税価格からその変質があったことによる減価に相当する額を控除して得られる価格とする。,○×,○,"課税価格の決定の例外ルールである、変質又は損傷に係る輸入貨物の課税価格の決定(関率4条の5)について述べている。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-3.特別ルール-（2）変質、損傷時のルール（変質又は損傷に係る輸入貨物の課税価格の決定）、第3編（関税定率法、関税暫定措置法）-第3章（減免戻し税1（無条件））-1.変質、損傷等の場合の減税、戻し税等（関率4条の5、10条1項、2項）-（1）要件]"
課税価格の決定,57-24-2,A,輸入貨物に係る輸入取引が延払条件付取引である場合において、その延払金利の額が明らかであるときは、当該延払金利の額は関税定率法第4条第1項に規定する当該輸入貨物につき現実に支払われた又は支払われるべき価格に含まないものとする。,○×,○,"延払金利は金額が明らかでないときを除いて控除費用であるから、延払金利の額が明らかであるときは輸入貨物の現実支払価格に含まない(関率令1条の4第4号)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（7）その他控除費用-⑤延払金利]"
課税価格の決定,57-24-3,B,輸入貨物に係る輸入取引に関し、買手による当該輸入貨物の処分又は使用についての制限で法令により課されるものがあることは、関税定率法第4条第1項の規定により当該輸入貨物の課税価格を決定することができないこととなる事情には該当しない。,○×,○,"課税価格の決定は、原則的には関税定率法4条1項で定められたルールにより行うが、輸⼊取引に関する特別な事情があれば例外的に関税定率法4条の2以下で定められたルールにより行う。基本的には買⼿による輸⼊貨物の処分・使⽤につき制限があるときは特別な事情となるが、買⼿による輸⼊貨物の処分・使⽤についての制限で、法令あるいは国・地⽅公共団体によって課されるか要求されるものであれば特別な事情とはならない(関率4条2項1号、関率令1条の7第2号、関率通4-15)。したがって、輸入貨物に係る輸入取引に関し、買手による当該輸入貨物の処分又は使用についての制限で法令により課されるものがあることは、関税定率法4条1項の規定により当該輸入貨物の課税価格を決定することができないこととなる事情（特別な事情）には該当しない。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第4章（課税価格の決定（例外））-1.例外ルールが適用される場合-（3）輸入取引に関する特別な事情-②買手による輸入貨物の処分又は使用につき制限があること]"
課税価格の決定,57-24-4,A,買手が自己のために行う輸入貨物についての広告宣伝に係る費用で買手が負担するものは、当該広告宣伝が売手の利益になると認められる活動に係るものである場合に限り、当該費用は関税定率法第4条第1項に規定する当該輸入貨物につき現実に支払われた又は支払われるべき価格に加算するものとされている。,○×,×,"買手が自己のために行う輸入貨物についての広告宣伝に係る費用で買手が負担するものは、当該広告宣伝が売手の利益になると認められる活動に係るものであっても、現実支払価格に加算しない(関率通4-2(4))。買⼿の自己活動費⽤は、たとえ売⼿の利益になっても控除費用である。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-4.現実支払価格-（7）その他控除費用-①買手が自己のために行う活動で、現実支払価格に含まれない加算費用以外のもの]"
課税価格の決定,57-24-5,A,航空機による運送方法以外の運送方法による輸入貨物の運送が特殊な事情の下において行われたことにより、当該輸入貨物の実際に要した当該輸入港までの運賃の額が当該輸入貨物の通常必要とされる当該輸入港までの運賃の額を著しく超えるものである場合には、当該輸入貨物の当該輸入港までの運賃は、当該通常必要とされる当該輸入港までの運賃とする。,○×,○,"輸⼊港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費⽤は加算費⽤である。原則は実費を加算費用とするが、輸⼊貨物の運送に特殊な事情が発⽣したため通常必要とされる運賃等の額を著しく超える場合には、通常必要とされる輸⼊港までの運賃等を加算費用とする(関率4条1項1号、関率令1条の5第1項)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第3章（課税価格の決定（原則））-5.加算費用-（2）輸入港に到着するまでの運送に要する運賃、保険料その他当該運送に関連する費用-①運賃等（運賃、保険料、その他当該運送に関連する費用）-ⅰ概要]"
課税物件確定時期と適用法令,57-25-1,A,輸入貨物について関税を課する場合の基礎となる貨物の性質は、当該輸入貨物が本邦に到着した時における現況による。,○×,×,"「関税を課する場合の基礎となる貨物の性質及び数量は、XXの時における現況による」という表現は、課税物件確定時期がいつなのかを意味する(関4条1項)。本問では性質及び数量のうち性質についてしか問われていないが、課税物件となる性質が確定する時期も、課税物件となる数量が確定する時期も、どちらも課税物件確定時期である。本問が述べているのは、課税物件としての性質が確定する時期は輸入貨物が本邦に到着した時だということである。しかし、課税物件確定時期は原則として輸入申告の時であり、例外もいくつかあるものの、輸入貨物が本邦に到着した時とされるものは存在しない(関4条1項)。
[参照　第2編（関税法）-第13章（課税要件1（課税要件、課税物件、課税物件確定時期と適用法令））-3.課税物件確定時期と適用法令-（2）原則、（3）例外]"
関税率表,57-25-2,B,関税率表の類は、第1類から第99類までから成る。,○×,×,"関税率表の類は、1類から97類までから成る。なお、77類は欠番となっており、77類に属する物品は現在存在しないが、これは関税率表を作成する際の大元となっている条約である「商品の名称及び分類についての統一システムに関する国際条約」において、将来使用する可能性に備え保留されているからである(関税率表の解釈に関する通則備考5)。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第1章（申告書の作成）-2.貨物の分類-（1）概要]"
通則,57-25-3,A,関税率表における物品の所属の決定のための関税率表の適用に当たっては、関税率表の解釈に関する通則2から5までの原則が部又は類の注の規定に優先する。,○×,×,"通則1について関税率表解説では「項又は注において別段の定めがある場合を除くほか、必要に応じ通則2、3、4又は5の原則に従う」と書かれており、これはつまり項の規定と部注・類注の規定に従って分類するという内容の通則1により分類できないときは、必要に応じて通則2から5までに従って分類するという意味であるから、通則1が通則2から5までに優先する。つまり部注・類注の規定が通則2から5までに優先することとなる。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-1.通則1]"
通則,57-25-4,B,関税率表の解釈に関する通則5(a)の原則により、バイオリンを収納するために特に製作したケースであって、長期間の使用に適し、バイオリンとともに提示され、かつ、当該バイオリンとともに販売されるものは、それが重要な特性を全体に与えているケースである場合を除き、バイオリンに含まれる。,○×,○,"通則5(a)では、「写真機用ケース、楽器用ケース、銃用ケース、製図機器用ケース、首飾り用ケースその他これらに類する容器で特定の物品又は物品のセットを収納するために特に製作し又は適合させたものであって、長期間の使用に適し、当該容器に収納される物品とともに提示され、かつ、通常当該物品とともに販売されるものは、当該物品に含まれる。ただし、この(a)の原則は、重要な特性を全体に与えている容器については、適用しない。」とされる。バイオリンを収納するために特に製作したケースは「楽器用ケース」であるから、本問は正しい。
[参照　第1編（申告書の作成、通則、課税価格の決定）-第2章（通則）-5.通則5]"
関税率表,57-25-5,C,関税率表第16部の注は、関税率表第72類から第83類までの卑金属及びその製品に関するものである。,○×,×,16部は「機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生機の機器並びにこれらの部分品及び附属品」であり84類と85類が属するため、16部の注は84類と85類に属する物品に関するものである。72類から83類までの卑金属及びその製品は、15部である。
外国為替及び外国貿易法,57-26-1,B,貨物を輸入しようとする者は、当該貨物の輸入について、経済産業大臣の輸入割当てを受けることを要するときに限り、経済産業大臣の輸入の承認を受けなければならない。,○×,×,"貨物を輸入しようとする者が外為法52条、輸入令4条1項による経済産業大臣の承認を受けなければならないのは、①経済産業大臣の輸入割当てを受けることを要する貨物(輸入割当品目 輸入令4条1項1号、9条1項、輸入公表一)の他、②特定の国又は地域を原産地又は船積地域とする特定の貨物(2号承認品目 輸入令4条1項2号、輸入公表二)と、全地域を原産地又は船積地域とする特定の貨物(2の2号承認品目 4条1項2号、輸入公表二の二)、③輸入について一定の手続（事前確認等）を行うべき旨が公表されている貨物(その他公表品目 輸入令4条1項3号、輸入公表三)である。そうすると、①に限り経済産業大臣の輸入の承認を受けなければならないとする点が誤りとなる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅰ輸入承認を要する場合]"
外国為替及び外国貿易法,57-26-2,B,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けなければならない。,○×,×,"経済産業大臣の輸入割当てを受けるべきものとして公表された品目（輸入割当品目）に該当する貨物を輸入するときは、原則として経済産業大臣の輸入の承認を受けることを要する(輸入令4条1項、9条1項)。しかし、この貨物が仮陸揚貨物であれば、特例としてこの輸入の承認は不要となる(輸入令14条3号)。また、仮陸揚貨物については、特例の例外も適用されない(経済産業省告示160号、輸入令14条3号)。したがって、本問の貨物には特例が適用され、経済産業大臣の輸入承認は不要となる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-④輸入承認及び輸入割当てを要する場合（特例の例外）]"
外国為替及び外国貿易法,57-26-3,C,経済産業大臣の輸入割当てを受けた者から当該輸入割当てに係る貨物の輸入の委託を受けた者が当該貨物を輸入しようとする場合には、経済産業大臣の確認を受けたときであっても、当該輸入の委託を受けた者は、経済産業大臣の輸入の承認を受けなければならない。,○×,×,"公式解答では誤りとされているが、それを説明するための考え方が2つ存在する。どちらにしてもかなり細かい話なので、深入りしない方がよい。

輸入割当の対象となる貨物を輸入しようとする者は、輸入割当てを受けた後でなければ、経済産業大臣による輸入の承認を受けることができない。ただし、輸入割当てを受けた者から輸入の委託を受けた者が当該貨物を輸入しようとする場合において、経済産業大臣が定める場合に該当するとき、又は経済産業大臣の確認を受けたときは、この限りでない(輸入令9条1項)。

1つめの考え方は、この経済産業大臣の確認を受ける場合、委託を受けたことを証する書類や委託に係る輸入割当証明書とともに輸入承認申請書を経済産業大臣に提出するため(輸入規則2条1項4号)、確認と承認申請の手続が同時に行われ、確認を受ければ承認もされたと考えられるので、改めて承認を受けなくてよいからというものである。しかし、確認と承認は一応法律上区別されているのだから、事実上確認を受けたから承認もされたと考えるのはよいとしても、法律上確認を受けたから承認もされたと考えるのは少し強引な解釈ではないだろうか。法律上は、確認を受けたから承認もされたという理屈ではなく、確認と承認それぞれ別々に受けているが受けるための手続が同じだっただけである。そうすると、試験では法律上の話を問うているはずなのに、事実上の話と混同しているような解釈となりうる。（絶対にこの考え方が間違っているとまでは言っていない。）

2つめの考え方である。輸入令9条1項のただし書の意味は、既に輸入割当てを受けた者から輸入の委託を受けた者は、経済産業大臣が定める場合に該当するとき、又は経済産業大臣の確認を受けたときは、改めて輸入割当てを受けなくても輸入承認を受けることができるという意味である。輸入割当てを受けなくてもいいが、輸入承認は受けなければならないのである。この輸入承認を申請するときは、委託を受けた者が経済産業大臣の確認を受ける際に輸入承認も申請することになるのだが、申請者名の欄に委託した者の名を記した上で輸入承認を申請する(輸入注意事項12第20号 委託輸入の確認申請手続について)。そうすると、申請書の提出をするのは委託を受けた者であるが、法律上申請したのは委託した者ということになるので、承認も委託した者が受けることになる。
したがって、委託した者が輸入承認を受けなければならないのであって、委託を受けた者が輸入承認を受けなければならないとする部分が誤りとなる。
法律的には、2つめの考え方は一応筋が通っている。しかし通関士試験の出題としては細すぎる規定を問うものであり、出題者は本当にこんなことを問いたかったのか疑問である。

真相は不明だが、出題者が1つめの考え方に基づいて作問していたとすれば、作問ミスが疑われる。2つめの考え方に基づいて作問していたとすれば、なぜこのような出題をしたのか不思議である。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,57-26-4,B,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物に係る輸入割当証明書の交付を受けた者は、その交付に係る貨物の全部又は一部を希望しなくなった場合であっても、当該輸入割当証明書を経済産業大臣に返還することを要しない。,○×,×,"輸入割当証明書の交付を受けた者が、その交付に係る貨物の全部又は一部を希望しなくなったときは、遅滞なく、当該輸入割当証明書に希望しない割当数量を記入した上で経済産業大臣に返還しなければならない(輸入規則2条5項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,57-26-5,B,経済産業大臣の輸入割当ては、貨物の数量により行うこととされているが、貨物の数量により輸入割当てを行うことが困難である場合には、貨物の価額により行うことができる。,○×,○,"輸入割当ては、貨物の数量により行なう。ただし、貨物の数量により輸入割当てを行なうことが困難である場合又は適当でない場合には、貨物の価額により行なうことができる(輸入令9条2項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
不服申立て、取消しの訴え,57-27-1,A,関税の滞納処分に関する税関長の処分に不服がある者は、当該税関長に対して、再調査の請求をすることができる。,○×,○,"関税法又は他の関税に関する法律の規定による税関長の処分に不服がある者は再調査の請求をすることができ、この税関長の処分には税関長が税関の名においてする処分や関税法118条5項本文及び134条4項から6項の規定により徴収する関税の賦課・徴収・滞納処分が含まれるので、関税の滞納処分に関する税関長の処分に不服がある者は再調査の請求ができる(関89条1項、関通89-1(1)(3))。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-1.税関長の処分と不服申立て、2.再調査の請求]"
不服申立て、取消しの訴え,57-27-2,A,関税の確定又は徴収に関する税関長の処分についての再調査の請求は、当該処分があったことを知った日の翌日から起算して3月又は当該処分があった日の翌日から起算して1年を経過したときは、正当な理由があるときを除き、することができない。,○×,○,"行政不服審査法54条にその通りの規定がある。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-2.再調査の請求]"
不服申立て、取消しの訴え,57-27-3,A,税関長が、輸入されようとする貨物のうちに風俗を害すべき物品に該当すると認めるのに相当の理由がある貨物があるとして、当該貨物を輸入しようとする者に対し、その旨を通知した場合は、当該通知の取消しの訴えを行おうとする者は、当該通知についての審査請求に対する裁決を経ることなく、当該訴えを提起することができることとされている。,○×,×,"関税の確定・徴収に関する処分又は滞納処分と、輸出入してはならない貨物のうち公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノに該当すると認めるのに相当の理由がある貨物がある旨の通知(関69条の2第3項、69条の11第3項) の取消しの訴えは、当該処分又は通知についての審査請求に対する裁決を経た後でなければ、提起することができない(審査請求前置 関93条)。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え]"
不服申立て、取消しの訴え,57-27-4,C,関税法の規定による税関長の処分について審査請求がされた場合であっても、行政不服審査法第46条第1項(処分についての審査請求の認容)の規定により審査請求に係る処分(法令に基づく申請を却下し、又は棄却する処分及び事実上の行為を除く。)の全部を取り消すとき(当該処分の全部を取り消すことについて反対する旨の意見書が提出されているとき及び口頭意見陳述においてその旨の意見が述べられているときを除く。)は、財務大臣は、関税等不服審査会に諮問することを要しない。,○×,○,"関税法91条3号にその通りの規定がある。審査請求の対象となっている税関長の処分が全部取り消されると、処分を受けた者に不利益はないため、もはや審査を行う意味がないからである。その後は審査請求が取り下げられるか却下の裁決がされることとなるが、本問の括弧内で付されている例外規定も含め、通関士試験では細かいことなので立ち入らなくてよい。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-3.審査請求]"
不服申立て、取消しの訴え,57-27-5,C,関税の徴収に関する税関長の処分についての審査請求があった場合において、当該審査請求がされた日の翌日から起算して3月を経過しても裁決がないときは、その審査請求人は、裁決を経ることなく、当該処分の取消しの訴えを提起することができることとされている。,○×,○,"関税の確定・徴収に関する処分又は滞納処分と、輸出入してはならない貨物のうち公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノに該当すると認めるのに相当の理由がある貨物がある旨の通知(関69条の2第3項、69条の11第3項) の取消しの訴えは、当該処分又は通知についての審査請求に対する裁決を経た後でなければ、提起することができないのが原則である(審査請求前置 関93条)。

ただし、①審査請求があった日から3月を経過しても裁決がないとき、②処分、処分の執行又は手続の続行により生ずる著しい損害を避けるため緊急の必要があるとき、③その他裁決を経ないことにつき正当な理由があるときのいずれかに該当すれば、裁決を経ないで、取消しの訴えを提起することができる(行政事件訴訟法8条2項)。

本問で述べられているのは①の場合だが、①は初日不算入により審査請求があった日ではなくその翌日が起算日となるため、審査請求がされた日の翌日から起算して3月を経過しても裁決がないときと同じ意味である(関2条の2、国税通則法10条1項1号)。わざわざ行政事件訴訟法8条2項の条文と異なる表現を使用している引っ掛け問題であるが、一応、関税法基本通達89-8(1)に本問と同じ表現で記されている。
[参照　第2編（関税法）-第21章（不服申立て、取消しの訴え）-4.取消しの訴え、第2編（関税法）-第2章（期間と期限）-1.期間の計算と期限の特例-（1）期間の計算]"
罰則（関税法）,57-28-1,C,関税法第67条(輸出又は輸入の許可)の輸入申告に際し、偽った書類を提出して貨物を輸入しようとした者は、その行為が税関職員に発見された場合であっても、その発見が当該貨物の輸入の許可前であるときは、関税法の規定に基づき罰せられることはない。,○×,×,"輸入申告に際し、偽った書類を提出して貨物を輸入した者は、関税法の規定に基づき罰せられることがある(関111条1項2号)。また、この「犯罪の実行に着手してこれを遂げない者についても」罰せられる(未遂　関111条3項)。本問では、偽った書類を提出しているので「犯罪の実行に着手」しており、輸入許可前に税関職員に発見され貨物を輸入できていなくても（「これを遂げない者についても」）未遂となり罰せられることがある。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
罰則（関税法）,57-28-2,C,不正の行為により関税を免れようとする輸入者から通関業務の依頼を受けた通関業者が、当該輸入者から入手した仕入書が偽ったものであると知りながら、税関への輸入申告に際し、その偽った仕入書を提出して貨物を輸入することとなった場合は、当該通関業者も関税法の規定に基づき罰せられることがある。,○×,○,"偽りその他不正の行為により関税を免れ、若しくは関税の払戻しを受け、又は関税を納付すべき貨物の関税を納付しないで輸入した者は、関税法110条1項により罰せられることがある。さらに、輸入者本人だけではなく、通関業者の偽りその他不正の行為により関税を免れ、若しくは関税の払戻しを受け、又は関税を納付すべき貨物を関税を納付しないで輸入することとなった場合においては、その通関業者についても、罰せられることがある(関110条2項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（2）関税を免れる等の罪]"
罰則（関税法）,57-28-3,C,関税法第110条第1項(関税を免れる等の罪)の犯罪に係る貨物について、情を知って当該貨物を有償で取得した者は、関税法の規定に基づき罰せられることがある。,○×,○,"「情を知って」というのは、事情を知った上でという意味である。関税法110条第1項(関税を免れる等の罪)では、偽りその他不正の行為により関税を免れる等を行うことは犯罪とされているが、これらの行為によって関税を免れる等をした貨物について、そういった不正行為により関税を免れた等の貨物であるという事情を知りながら、その貨物を有償で（お金を払って）取得した者は、関税法112条1項の規定に基づき罰せられることがある。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（4）密輸貨物の運搬等の罪]"
罰則（関税法）,57-28-4,C,関税法第105条第1項(税関職員の権限)の規定による税関職員の質問に対して偽りの陳述をした者は、1年以下の拘禁刑又は50万円以下の罰金に処せられることがある。,○×,○,"関税法105条第1項(税関職員の権限)の規定による税関職員の質問に対して答弁せず、若しくは偽りの陳述をし、又はその職務の執行を拒み、妨げ、若しくは忌避した者は、1年以下の拘禁刑又は50万円以下の罰金に処せられることがある(関114条の2第16号)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（5）その他の罪-③税関職員の質問に答弁しない等の罪]"
罰則（関税法）,57-28-5,C,保税蔵置場において貨物を管理する者であって、その管理する外国貨物について関税法第34条の2(記帳義務)の規定に基づき設けなければならない帳簿について、当該帳簿の記載を偽ったものは、1年以下の拘禁刑又は30万円以下の罰金に処せられることがある。,○×,○,"保税蔵置場において貨物を管理する者であって、その管理する外国貨物について関税法34条の2(記帳義務)の規定に基づき設けなければならない帳簿について、帳簿の記載をしない、帳簿を偽る、帳簿を隠すといった行為のうちいずれかを行った場合は、1年以下の拘禁刑又は30万円以下の罰金に処せられることがある(関115条の2第7号)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（5）その他の罪-④保税地域等に関する罪]"
NACCS法,57-29-1,A,輸入しようとする貨物が商標権を侵害する貨物に該当するか否かについての認定手続における、関税法第69条の12第4項の規定による税関長の求めによる商標権を侵害する貨物に該当しない旨を証する書類の提出は、電子情報処理組織(NACCS)を使用して行うことができない。,○×,×,"輸入されようとする貨物のうちに知的財産侵害物品に該当すると税関長が思料するものがあるため認定手続を執る場合は、税関長はその旨等を権利者と輸入者に対して通知するが、輸入者は認定手続が執られた貨物（疑義貨物）について知的財産侵害物品に該当しない旨の主張をする場合には、知的財産侵害物品に該当しない旨を証する書類等を提出する(関税法69条の12第4項)。要するに、証拠となる書類を提出することで知的財産侵害物品じゃないよと反論していくわけである。そしてこの書類の提出は、NACCSを使用して行うことができる(NACCS法2条2号イ、施行令1条1項1号、別表43の4の項)。試験対策としてのテクニックだが、特定の業務がNACCSを使用して行うことができるかを問われているときは、できると考えた方が正解する確率が高い。NACCSは法改正により使用可能な業務の範囲が年々広がっており、試験で問われるようなことは大体できる。稀にできない業務が挙げられることもあるが、知らないものが出たときは考えても意味が無いので、とりあえずできると考えて答えを出そう。何ができるかはかなり細かく規定されているので、勉強が進んでいない受験生は無理に覚えなくてもよい。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続、第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,57-29-2,A,電子情報処理組織(NACCS)を使用して関税法第67条(輸出又は輸入の許可)の規定による輸入申告が行われる場合には、税関長は、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機に備えられたファイルへの記録により明らかにすることができる入力事項であっても、その入力を省略させることができない。,○×,×,"NACCSを使用して輸出入申告等の手続を行う場合には、税関長は、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機に備えられたファイルへの記録により明らかにすることができる入力事項、貨物の記号その他税関長が入力の必要がないと認める事項については、入力を省略させることができる(NACCS令3条1項、NACCS規1条)。
[参照　第4編（NACCS法）-2.NACCSを使用した申告等と処分通知等]"
NACCS法,57-29-3,A,通関業者は、他人の依頼に応じて税関官署に対してする輸入申告を電子情報処理組織(NACCS)を使用して行う場合には、その申告の入力を通関士に行わせなければならない。,○×,×,"通関業者は、NACCSを使用して他人の依頼による申告等（通関業法14条による通関士の審査が必要な通関書類を提出して行う申告等に限る。）を行う場合には、当該申告等の入力の内容を通関士に審査させなければならない(NACCS法5条)。そして、当該申告等の入力の内容を審査した通関士にその通関士識別符号を使用させて、当該審査をした旨を入力させる(NACCS規4条)。つまり、申告の入力を通関士に行わせなければならないのではなく、審査をした旨の入力を通関士に行わせなければならない。申告の入力は通関士以外でもできるのである。
[参照　第4編（NACCS法）-4.通関士の審査]"
NACCS法,57-29-4,A,通関業者は、他人の依頼に応じて税関官署に対してする輸入申告を電子情報処理組織(NACCS)を使用して行う場合において、その申告の入力の内容を通関士に審査させるときは、当該内容を電子情報処理組織(NACCS)の入出力装置の表示装置に出力するとともに、当該内容を紙面に出力して行わなければならない。,○×,×,"NACCSを使用する場合における通関士の審査は、申告等の入力の内容を紙面又は入出力装置の表示装置に出力して行う(NACCS法5条、NACCS令6条)。紙に印刷したもの以外に、入出力装置の表示装置（PCのディスプレイ等のこと。）に表示させてもよいということである。通関の仕事もペーパーレス化が推進されているので、紙に印刷したものでしか出来ない業務は、法律上減っている。
[参照　第4編（NACCS法）-4.通関士の審査]"
NACCS法,57-29-5,A,通関業法第4条第1項の規定による通関業の許可申請書の提出は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,"NACCSを使用して行うことができる(NACCS法2条2号イ、NACCS令1条1項1号、別表93号の4)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
特殊関税,57-30-1,B,輸入貨物に不当廉売関税が課されている場合において、不当廉売された当該輸入貨物の輸入及び当該輸入が本邦の産業に実質的な損害を与える事実が、当該不当廉売関税を課することとした期間の満了後に継続するおそれがあると認められるときであっても、当該期間を延長することはできない。,○×,×,"輸入貨物に不当廉売関税が課されている場合において、不当廉売された当該輸入貨物の輸入及び当該輸入が本邦の産業に実質的な損害を与える事実が、当該不当廉売関税を課することとした期間の満了後に継続し、又は再発するするおそれがあると認められるときは、当該期間を延長することができる(関率8条25項)。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-3.不当廉売関税-（3）指定、第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（3）指定]"
特殊関税,57-30-2,B,関税定率法第8条第1項に規定する本邦の産業とは、不当廉売された輸入貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいうものとされている。,○×,○,"不当廉売関税に関する政令4条1項にその通りの規定がある。相当の割合とは概ね50%である(不当廉売関税に関する手続等についてのガイドライン4)。つまり、同種の貨物を日本で生産しており、かつ、日本におけるその同種の貨物の生産高の割合が概ね50%以上はあるような生産高の多い生産者を直接に保護するための規定が不当廉売関税であり、その分野における弱小事業者は潰れたところで日本の産業に影響がないため、不当廉売関税制度により直接には保護されていない。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-3.不当廉売関税-（1）不当廉売関税を課すための要件]"
特殊関税,57-30-3,B,関税定率法第8条第1項に規定する本邦の産業に利害関係を有する者は、政府に対し、不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実についての十分な証拠を提出し、当該貨物に対し不当廉売関税を課することを求めることができる。,○×,○,"関税定率法8条4項にその通りの規定がある。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-3.不当廉売関税-（5）調査開始から指定までの手続-①調査開始、第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（5）調査開始から指定までの手続-①調査開始]"
