カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
外国為替及び外国貿易法,53-26-4,B,輸出貿易管理令別表第2の1の項の中欄に掲げるダイヤモンドに該当する貨物を輸出する場合において、当該貨物が総価額200万円以下の無償の商品見本に該当するときは、経済産業大臣の輸出の承認を受けることを要しない。,○×,×,"輸出令別表2の1項のダイヤモンド（選別又は加工していないダイヤモンド）は原則として輸出承認を要する(輸出令2条1項)。そして、総価額200万円以下の無償の商品見本又は宣伝用物品のうち一部のものは特例として経済産業大臣の輸出承認が不要とされているが、輸出令別表2の1項のダイヤモンドはこの対象に含まれないため、特例の適用はなく輸出承認を要する(輸出令4条3項2号イ)。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（2）輸出承認-②輸出承認を要する場合（原則）、③輸出承認が不要な場合（特例）]"
外国為替及び外国貿易法,53-26-5,B,輸出貿易管理令別表第1の1の項の中欄に掲げる銃砲に該当する猟銃を輸出する場合には、これを一時的に出国する者が本邦から出国する際、職業用具として携帯して輸出しようとするときであっても、経済産業大臣の輸出の許可を受けることを要する。,○×,○,"輸出令別表1の1項の銃砲を輸出する場合は、原則として経済産業大臣の輸出許可を要する(輸出令1条1項)。そしてこの物品を一時的に出国する者が本邦から出国する際、職業用具として携帯して輸出しようとするときについては、特例の対象となっていないため特例が適用されない(輸出令4条1項)。更に、そもそも輸出令別表1の1項に該当する物品は、基本的に特例の例外の対象となり輸出許可を要する(輸出令4条1項、2号ホ、通商産業省告示746号)。したがって、本問は正しい。特例の対象となる物品は複雑なので完璧に覚えることは難しいが、輸出令別表1の1項に該当する物品は基本的に特例の例外の対象であるということさえ知っていれば経済産業大臣の輸出許可を要することが分かるという、通関士試験に頻出のパターンである。
[参照　第6編（外国為替及び外国貿易法）-2.輸出の規制-（1）輸出許可-②輸出許可を要する場合（原則）、③輸出許可が不要な場合（特例）、④輸出許可を要する場合（特例の例外）]"
外国為替及び外国貿易法,53-27-1,B,経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を輸入しようとする者は、当該貨物の輸入に係る経済産業大臣の輸入割当てを受けた場合には、経済産業大臣の輸入の承認を受けることを要しない。,○×,×,"経済産業大臣の輸入割当てを受けるべきものとして公表された品目の貨物を輸入しようとする者は、当該貨物の輸入に係る経済産業大臣の輸入割当てを受けた後、経済産業大臣の輸入の承認を受けることを要する(輸入令4条1項1号、9条1項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅰ輸入承認を要する場合、ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,53-27-2,B,経済産業大臣の輸入割当ては、貨物の数量により行うこととされており、貨物の価額により行うことはできない。,○×,×,"経済産業大臣の輸入割当ては、原則として貨物の数量により行うが、貨物の数量により輸入割当てを行うことが困難であり又は適当でない場合には、例外的に貨物の価額により行うことができる(輸入令9条2項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,53-27-3,B,外国為替及び外国貿易法第52条に規定する経済産業大臣は輸入の承認に条件を付すことができるが、これを変更することはできない。,○×,×,"経済産業大臣は、承認に条件を付し、又は付した条件を変更できる(外為法67条1項、69条の2第1項、外為法における主務大臣を定める政令4条)。したがって、経済産業大臣は輸入の承認に条件を付すことができるという点は正しいが、付した条件を変更することはできないという点が誤りとなる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（2）手続]"
外国為替及び外国貿易法,53-27-4,B,経済産業大臣の輸入割当てを受けた者から当該割当てに係る貨物の輸入の委託を受けた者が当該貨物を輸入しようとする場合において、経済産業大臣の確認を受けたときは、当該輸入の委託を受けた者は、当該貨物の輸入について経済産業大臣の輸入割当てを受けることを要しない。,○×,○,"輸入割当てを受けた者から輸入の委託を受けた者がその貨物を輸入しようとする場合において、経済産業大臣の確認を受けたとき、委託を受けた者は、改めて輸入割当てを受け直す必要はない(輸入令9条1項)。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-②輸入承認を要する場合（原則）-ⅱ輸入割当品目（IQ品目）]"
外国為替及び外国貿易法,53-27-5,B,船舶又は航空機により輸出した貨物であって、当該船舶又は航空機の事故のために積み戻したものを輸入する場合において、当該貨物が経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当するときは、経済産業大臣の輸入の割当てを受けることを要する。,○×,×,"輸入割当を受けるべき品目として公表された品目の貨物を輸入する際は、経済産業大臣の輸入割当てを受ける必要があるが(輸入令9条1項)、船舶又は航空機により輸出した貨物であって、当該船舶又は航空機の事故のために積み戻したものを輸入する際は、特例として不要となる(輸入令14条1号、別表1の18号)。また、この貨物については特例の例外の対象からも除かれているため、特例の例外の適用もない(経済産業省告示160号、輸入令別表1の18号)。したがって、輸入割当てを受ける必要はなく、本問は誤りとなる。
[参照　第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-③輸入承認及び輸入割当てが不要な場合（特例、逆委託加工貿易）-ⅰ特例、第6編（外国為替及び外国貿易法）-3.輸入の規制-（1）輸入承認-④輸入承認及び輸入割当てを要する場合（特例の例外）]"
罰則（関税法）,53-28-1,C,関税法第110条(関税を免れる等の罪)の犯罪に係る貨物は、当該貨物がいかなるものでも同法第118条第1項の規定により没収されることがある。,○×,×,"関税法110条の犯罪に係る貨物であって没収されるものは、輸入制限貨物等（酒、たばこ、国の専売品、非自由化品目（輸入割当て対象品目のこと。）に該当する貨物）に限られている(関118条1項、3項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（2）関税を免れる等の罪]"
罰則（関税法）,53-28-2,C,輸入申告に際し通関業者の偽った書類の提出により貨物を輸入することとなった場合における当該行為をした通関業者については、関税法の規定に基づき罰せられることはない。,○×,×,"通関業者の偽った書類の提出により貨物を輸入することとなった場合には、このような行為をした通関業者についても、輸入者と同様に処罰されることがある(関111条2項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
罰則（関税法）,53-28-3,C,輸入申告に際し偽った書類を提出して貨物を輸入しようと実行に着手して、これを遂げない者については、関税法の規定に基づき罰せられることはない。,○×,×,"輸入申告に際し、偽った書類を提出して貨物を輸入した者は、罰せられる(関111条1項2号)。そして、この犯罪の実行に着手してこれを遂げない者（未遂）についても、同様に罰せられる(関111条3項)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
罰則（関税法）,53-28-4,C,他人の依頼によってその依頼をした者を代理して輸入申告を行った通関業者が、当該輸入申告に係る関税法第105条第1項(税関職員の権限)の規定による税関職員の質問に対して答弁をしなかった場合であっても、関税法の規定に基づき罰せられることはない。,○×,×,"関税法105条1項（税関職員の権限）の規定による税関職員の質問に対して答弁しなかった者として、1年以下の拘禁刑又は50万円以下の罰金に処せられる(関114条の2第16号)。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（5）その他の罪-③税関職員の質問に答弁しない等の罪]"
罰則（関税法）,53-28-5,C,"輸入の許可を受けるべき貨物について当該許可を受けないで当該貨物を輸入した者は、5年以下の拘禁刑若しくは1,000万円以下の罰金に処し、又はこれを併科することとされているが、当該犯罪に係る貨物の価格の5倍が1,000万円を超えるときは、罰金は、当該価格の5倍以下とすることとされている。",○×,○,"無許可で輸入する罪であり、関税法111条1項1号にその通りの規定がある。罰金の額は、①貨物の価格が200万円以下なら罰金は1,000万円以下、②貨物の価格が200万円より高ければ罰金は貨物の価格×5以下の金額ということである。 
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（3）無許可輸出入等の罪]"
輸出してはならない貨物,53-29-1,A,意匠権を侵害する物品であっても、郵便物として輸出するものである場合には、輸出してはならない貨物に該当しない。,○×,×,"意匠権を侵害する物品は、輸出してはならない貨物となり(関69条の2第1項3号)、例外はないため、郵便物としての輸出も禁止される。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（6）知的財産侵害物品のグループ（⑪から⑬）]"
輸出してはならない貨物,53-29-2,A,税関長は、特許権を侵害する物品で輸出されようとする貨物を没収することはできるが、これを廃棄することはできない。,○×,×,"税関長は、特許権を侵害する物品で輸出されようとする貨物を、没収して廃棄することができる(関69条の2第2項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（7）税関長の措置]"
輸出してはならない貨物,53-29-3,A,税関長は、輸出されようとする貨物のうちに著作権を侵害する物品に該当する貨物があると思料する場合であっても、その著作権に係る輸出差止申立てが行われていないときは、当該貨物が著作権を侵害する貨物に該当するか否かについての認定手続を執ることを要しない。,○×,×,"税関長は、輸出されようとする貨物のうちに著作権を侵害する物品があると思料する場合は、認定手続を執らなければならない(関69条の3第1項)。これは、著作権に係る輸出差止申立て(関69条の4第1項)が行われていないからといって省略することはできない。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸出してはならない貨物,53-29-4,A,貨物を輸出しようとする際、商標権を侵害する貨物に該当するか否かについての認定手続が執られたときは、当該貨物を輸出しようとする者は、当該認定手続が執られている間に限り、税関長に対し、当該貨物が商標権を侵害する貨物に該当するか否かについて特許庁長官の意見を聴くことを求めることができる。,○×,×,"特許権、実用新案権又は意匠権を侵害する貨物の認定手続においては、本問のように、輸出しようとする者から税関長に対して、税関長が意見照会をするよう求めることができる。しかし、商標権を侵害する貨物の認定手続においては、税関長から専門委員に意見照会をすることはできるが、輸出しようとする者から税関長に対して、税関長が意見照会をするよう求めることはできない(関69条の7第1項、69条の9) 。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
輸出してはならない貨物,53-29-5,A,特許権者は、自己の特許権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が関税法第6章(通関)に定めるところに従い輸出されようとする場合は、当該貨物について当該税関長又は他の税関長が、当該貨物が当該特許権を侵害する貨物に該当するか否かについての認定手続を執るべきことを申し立てることができる。,○×,○,"特許権者の輸出差止申立制度について述べたものであり、正しい(関69条の4第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
特殊関税,53-30-1,C,関税定率法第9条第1項(緊急関税等)の規定による措置をとったときは、内閣は、遅滞なく、その内容を国会に報告しなければならない。,○×,○,"緊急関税を課した場合、内閣は、遅滞なく、その内容を国会に報告しなければならない(関率9条14項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-4.緊急関税-（1）緊急関税を課すための要件]"
特殊関税,53-30-2,C,関税定率法第9条第1項(緊急関税等)について、外国における価格の低落その他予想されなかった事情の変化による特定の種類の貨物の輸入の増加の事実、及びこれによる当該貨物の輸入がこれと同種の貨物その他用途が直接競合する貨物の生産に関する本邦の産業に重大な損害を与え、又は与えるおそれがある事実の有無につき、政府が行う調査は、当該調査を開始した日から1年以内に終了するものとされており、特別の理由により必要があると認められる期間に限り、その期間を延長することができる。,○×,○,"①外国における価格の低落その他予想されなかった事情の変化による特定の種類の貨物の輸入の増加の事実、及びこれによる当該貨物の輸入がこれと同種の貨物その他用途が直接競合する貨物の生産に関する本邦の産業に重大な損害を与え、又は与えるおそれがある事実がある場合において、②国民経済上緊急に必要があると認められるときは、緊急関税を課すことができる(関率9条1項)。そこで政府は、①の事実についての十分な証拠がある場合において、必要があると認めるときは、これらの事実の有無につき調査を行う(関率9条6項)。緊急関税を課すかどうか検討するためである。そしてこの調査は、当該調査を開始した日から1年以内に終了するものとされており、特別の理由により必要があると認められる期間に限り、その期間を延長することができる(関率9条7項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-4.緊急関税-（5）調査開始から指定までの手続-①調査開始]"
特殊関税,53-30-3,C,関税定率法第9条第1項(緊急関税等)について、外国における価格の低落その他予想されなかった事情の変化による特定の種類の貨物の輸入の増加の事実があり、当該貨物の輸入がこれと同種の貨物その他用途が直接競合する貨物の生産に関する本邦の産業に重大な損害を与え、又は与えるおそれがある事実がある場合には、国民経済上緊急に必要があると認められるか否かにかかわらず、関税定率法第9条第1項の規定による措置をとることができる。,○×,×,"「国民経済上緊急に必要があると認められるか否かにかかわらず」ではなく「国民経済上緊急に必要があると認められるときは」である(関率9条1項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-4.緊急関税-（1）緊急関税を課すための要件]"
特殊関税,53-30-4,C,関税定率法第9条第1項(緊急関税等)の規定による措置は、貨物及び期間を指定してとることができる。,○×,○,"緊急関税を課す措置は、貨物及び期間（4年以内に限る。）を指定してとることができる(関率9条1項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-4.緊急関税-（1）緊急関税を課すための要件]"
特殊関税,53-30-5,C,関税定率法第9条第1項(緊急関税等)の規定による措置をとる場合において、当該措置に関し指定しようとする期間が1年を超えるものであるときは、当該措置は、当該指定しようとする期間内において一定の期間ごとに段階的に緩和されたものでなければならない。,○×,○,"緊急関税措置は4年以内の期間でとることができるが、緊急関税措置に関し指定しようとする期間が1年を超えるときは、当該措置は、段階的に緩和されたものでなければならない(関率9条1項、2項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-4.緊急関税-（3）指定]"
