カテゴリー,問題番号,重要度,問題,選択肢,正解,解説
罰則（関税法）,54-27-5,C,偽りその他不正の行為により関税を免れようとした者は、その実行に着手してこれを遂げない場合であっても、関税法の規定に基づき罰せられることがある。,○×,○,"偽りその他不正の行為により関税を免れようとした者は、関税法の規定に基づき罰せられることがある(関110条1項)。この罪には、「実行に着手してこれを遂げない場合」（未遂）を罰する規定も存在する(関110条3項)。よって、本問は正しい。
[参照　第2編（関税法）-第25章（罰則）-2.関税法の罰則-（2）関税を免れる等の罪]"
NACCS法,54-28-1,A,食品衛生法第27条の規定による厚生労働大臣に対する食品の輸入の届出は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,"できる(NACCS法2条2号ハ、NACCS令1条3項2号)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,54-28-2,A,外国為替及び外国貿易法第48条第1項の規定による経済産業大臣の輸出の許可の申請は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,"できる(NACCS法2条2号ホ、NACCS令1条5項2号)。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,54-28-3,B,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律第12条の規定による厚生労働大臣の医薬品の製造販売業の許可の申請は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,×,"医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律に関する業務自体がNACCS法2条2号によるNACCSを使用して行える業務に挙げられていないので、できない。近年の通関士試験ではNACCSを使用してできない業務が出題されることは殆どないので、珍しい出題である。
[参照　第4編（NACCS法）-1.NACCS法の目的と定義-（2）定義]"
NACCS法,54-28-4,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として他人の依頼に応じて税関官署に対してする輸入申告書の提出を電子情報処理組織(NACCS)を使用して行う場合において、その申告の入力の内容を通関士に審査させるときは、当該内容を紙面又は電子情報処理組織(NACCS)に係る入出力装置の表示装置に出力して行うものとされている。,○×,○,"NACCSを使用する場合における通関士の審査は、申告等の入力の内容を紙面又は入出力装置の表示装置に出力して行う(NACCS法5条、NACCS令6条)。紙に印刷したもの以外に、入出力装置の表示装置（PCのディスプレイ等のこと。）に表示させてもよいということである。
[参照　第4編（NACCS法）-4.通関士の審査]"
NACCS法,54-28-5,A,通関業者は、通関士が通関業務に従事している営業所における通関業務として他人の依頼に応じて税関官署に対してする輸入申告書の提出を電子情報処理組織(NACCS)を使用して行う場合には、その申告の入力の内容を審査した通関士にその通関士識別符号(通関士を識別するための符号で、輸出入・港湾関連情報処理センター株式会社が付与するもの)を使用させて当該審査をした旨を入力させるものとされている。,○×,○,"NACCSで行う輸入申告書の提出について通関士が審査する場合、通関業者は、その通関士に通関士識別符号を使用させて、審査した旨を入力させる(NACCS法5条、NACCS規4条)。どの通関士が審査したか分かるようにするためである。
[参照　第4編（NACCS法）-4.通関士の審査]"
輸入してはならない貨物,54-29-1,A,税関長は、貨幣、紙幣又は銀行券の偽造品に該当する貨物で輸入されようとするものを没収して廃棄し、又は当該貨物を輸入しようとする者にその積戻しを命ずることができる。,○×,○,"貨幣、紙幣又は銀行券の偽造品は、輸入してはならない貨物である(関税9条の11第1項6号)。そして、これらに該当する貨物について、税関長は、没収して廃棄し、又は当該貨物を輸入しようとする者にその積戻しを命ずることができる(関69条の11第2項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（4）決済手段のグループ、（7）税関長の措置]"
輸入してはならない貨物,54-29-2,A,商標権者は、自己の商標権を侵害すると認める貨物に関し、いずれかの税関長に対し、その侵害の事実を疎明するために必要な証拠を提出し、当該貨物が関税法第6章(通関)に定めるところに従い輸入されようとする場合は当該貨物について当該税関長又は他の税関長が、当該貨物が当該商標権を侵害する貨物に該当するか否かについての認定手続を執るべきことを申し立てることができる。,○×,○,"本問は「認定手続を執るべきことを申し立てる」と書いてあることから、輸入差止申立制度についての問題である。商標権者は、自己の権利を侵害すると認める貨物に関し、いずれかの税関長に対し、貨物が輸入されようとする場合は当該貨物について当該税関長又は他の税関長が、認定手続を執るべきことを申し立てることができる(関税法69条の13第1項)。本問は、商標権者はいずれかの税関長に対して輸入差止申立てができるということを述べているのであるから、正しい。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（2）差止申立て]"
輸入してはならない貨物,54-29-3,A,税関長は、児童ポルノに該当する貨物で輸入されようとするものを没収して廃棄し、又は当該貨物を輸入しようとする者にその積戻しを命ずることができる。,○×,×,"児童ポルノに該当する貨物の輸入は禁じられているが(関69条の11第1項8号)、税関長は没収、廃棄、積戻しを命じることはできず、児童ポルノに該当すると認めるのに相当の理由があるよと輸入しようとする者に通知することしかできない(関69条の11第3項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-1.対象貨物と税関長の措置-（5）表現物のグループ、（7）税関長の措置]"
輸入してはならない貨物,54-29-4,A,輸入差止申立てが受理された意匠権者は、その申立てに係る貨物について意匠権を侵害する貨物に該当するか否かについての認定手続が執られている間に限り、税関長に対し、当該認定手続に係る疑義貨物について、当該意匠権者がその見本の検査をすることを承認するよう申請することができることとされており、当該申請を受けた税関長は、その旨を当該疑義貨物を輸入しようとする者に通知しなければならない。,○×,○,"輸入差止申立てが受理された特許権者、実用新案権者、意匠権者、商標権者、著作権者、著作隣接権者若しくは育成者権者又は不正競争差止請求権者は、その申立てに係る貨物について認定手続が執られている間に限り、税関長に対し、疑義貨物について見本の検査をすることを承認するよう申請することができる。そして、申請を受けた税関長は、その旨を輸入しようとする者に通知しなければならない(関69条の16第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-3.輸出入差止申立て-（5）差止申立てルート独自の規定-④見本の検査(輸入のみ)]"
輸入してはならない貨物,54-29-5,A,税関長は、輸入されようとする貨物が著作権を侵害する貨物に該当するか否かについての認定手続を執る場合には、当該貨物に係る著作権者及び当該貨物を輸入しようとする者に対し、当該貨物について認定手続を執る旨並びに当該貨物が著作権を侵害する貨物に該当するか否かについて、これらの者が証拠を提出し、及び意見を述べることができる旨を通知しなければならない。,○×,○,"輸入してはならない貨物の認定手続について通知する際の規定であり、貨物に係る権利者と貨物を輸入しようとする者に対し、認定手続を執る旨と貨物が知的財産侵害物品に該当するか否かについて、これらの者が証拠を提出し、意見を述べることができる旨を通知しなければならない(関69条の12第1項)。
[参照　第2編（関税法）-第5章（輸出入してはならない貨物）-2.認定手続]"
特殊関税,54-30-1,B,外国において生産又は輸出について直接又は間接に補助金の交付を受けた貨物の輸入が、当該補助金の交付を受けた輸入貨物と同種の貨物を生産している本邦の産業に実質的な損害を与える事実がある場合には、当該本邦の産業を保護するため必要があると認められるか否かにかかわらず、相殺関税を課することができる。,○×,×,"「本邦の産業を保護するため必要があると認められるか否かにかかわらず」ではなく「本邦の産業を保護するため必要があると認められるとき」である(関7条1項)。
[参照　第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（1）相殺関税を課すための要件]"
特殊関税,54-30-2,B,関税定率法第7条に規定する相殺関税について、政府は、外国において補助金の交付を受けた貨物の輸入の事実及び当該輸入が当該補助金の交付を受けた輸入貨物と同種の貨物を生産している本邦の産業に実質的な損害を与え、若しくは与えるおそれがあり、又は当該本邦の産業の確立を実質的に妨げる事実についての十分な証拠がある場合において、必要があると認めるときは、当該本邦の産業に利害関係を有する者から求めがないときであっても、これらの事実の有無につき調査を行うものとされている。,○×,○,"相殺関税を課す際には、課すための要件を満たしているかを政府が調査するが、外国において補助金の交付を受けた貨物の輸入の事実とその輸入が本邦の産業に実質的な損害等を与える等の事実についての十分な証拠があり、政府が必要ありと認めるときは、本邦の産業に利害関係を有する者から求めがなくても政府の判断で調査する(関率7条6項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（5）調査開始から指定までの手続-①調査開始]"
特殊関税,54-30-3,B,関税定率法第7条に規定する相殺関税について、政府が、外国において補助金の交付を受けた貨物の輸入の事実及び当該輸入が当該補助金の交付を受けた輸入貨物と同種の貨物を生産している本邦の産業に実質的な損害を与え、若しくは与えるおそれがあり、又は当該本邦の産業の確立を実質的に妨げる事実の有無につき調査を開始した場合において、当該調査に係る貨物の輸出者から政府に対し、当該貨物に係る補助金の本邦の産業に及ぼす有害な影響が除去されると認められる価格に当該貨物の価格を修正する旨の約束の申出があり、政府がその約束の申出を受諾したときは、政府は当該約束に係る貨物の供給国の当局が当該調査を完了させることを希望する場合を除き、当該調査を取りやめることができる。,○×,○,"「政府が、外国において補助金の交付を受けた貨物の輸入の事実及び当該輸入が当該補助金の交付を受けた輸入貨物と同種の貨物を生産している本邦の産業に実質的な損害を与え、若しくは与えるおそれがあり、又は当該本邦の産業の確立を実質的に妨げる事実の有無につき調査を開始した場合」というのは、相殺関税を課すかどうか決めるために日本政府による調査があった場合を指している(関率7条6項)。この場合、輸出者から政府に対し、補助金の本邦の産業に及ぼす有害な影響が除去されると認められる価格に貨物の価格を修正する旨の約束の申出があり、政府がその約束の申出を受諾したときは、約束に係る貨物の供給国の当局が調査を完了させることを希望する場合を除いて、政府は調査を取りやめることができる(関率7条9項)。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（5）調査開始から指定までの手続-②約束の申出]"
特殊関税,54-30-4,B,相殺関税の額は、外国において補助金の交付を受けた輸入貨物の当該補助金の額と同額以下とされている。,○×,○,"関税定率法7条1項にその通りの規定がある。相殺関税は、外国において補助金の交付を受け輸入貨物の価格をその分下げられた場合は、下げた分だけ日本製の同種商品に価格競争で優位に立てるから、関税を余分に課し優位性を打ち消そうという趣旨である。そのため、交付を受けた補助金の額以下で課される。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（2）課税額]"
特殊関税,54-30-5,B,関税定率法第7条に規定する相殺関税について、同法第7条第1項に規定する本邦の産業とは、外国において補助金の交付を受けた輸入貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいう。,○×,○,"関税定率法7条1項には相殺関税を課すための要件が規定されているが、この「本邦の産業」とは、外国において補助金の交付を受けた輸入貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいう(相殺関税に関する政令2条1項)。なお、「相当の割合」とは概ね50%である(相殺関税に関する手続等についてのガイドライン3(1))。
[第3編（関税定率法、関税暫定措置法）-第2章（特殊関税）-2.相殺関税-（1）相殺関税を課すための要件]"
