カテゴリー,問題番号,問題,選択肢,正解,解説
関税法（関税の確定・納付）,57-25-1,輸入貨物について関税を課する場合の基礎となる貨物の性質は、当該輸入貨物が本邦に到着した時における現況による。,○×,×,"課税物件確定時期について定める関税法4条1項は、課税物件確定時期というワードを直接使って規定しているのではなく、「関税を課する場合の基礎となる貨物の性質及び数量は、XXの時における現況による」という表現で規定している。試験問題で課税物件確定時期を問われる場合もこのような表現が使用されるのが通常であり、つまり本問では課税物件確定時期について問われている。本問では性質及び数量のうち性質についてしか問われていないが、課税物件となる性質が確定する時期も、課税物件となる数量が確定する時期も、どちらも課税物件確定時期である。
本問が述べているのは、課税物件としての性質が確定する時期は輸入貨物が本邦に到着した時だということである。
しかし、課税物件確定時期は原則として輸入申告の時であり、例外もいくつかあるものの輸入貨物が本邦に到着した時とされるものは存在しない(4条1項)。"
関税定率法（定義、関税率、その他）,57-25-2,関税率表の類は、第1類から第99類までから成る。,○×,×,1類から97類までから成る。ちなみに最後の類である97類は「美術品、収集品及びこつとう」（こつとう＝こっとう＝骨董）であり、97類の最後の項である97.06項は「こつとう（製作後100年を超えたものに限る。）」である。97.06項は「製作後250年を超えたもの」と「その他のもの」に分かれる。また77類は欠番となっており、77類に属する物品は現在存在しないが、これは関税率表を作成する際の大元となっている条約である「商品の名称及び分類についての統一システムに関する国際条約」において将来使用する可能性に備えて保留されているからである(関税率表の解釈に関する通則備考5)。
関税定率法（定義、関税率、その他）,57-25-3,関税率表における物品の所属の決定のための関税率表の適用に当たっては、関税率表の解釈に関する通則2から5までの原則が部又は類の注の規定に優先する。,○×,×,通則1について関税率表解説では「項又は注において別段の定めがある場合を除くほか、必要に応じ通則2、3、4又は5の原則に従う」と書かれており、これはつまり項の規定と部注・類注の規定に従って分類するという内容の通則1により分類できないときは、必要に応じて通則2から5までに従って分類するという意味であるから、通則1が通則2から5までに優先する。つまり部注・類注の規定が通則2から5までに優先することとなる。
関税定率法（通則）,57-25-4,関税率表の解釈に関する通則5(a)の原則により、バイオリンを収納するために特に製作したケースであって、長期間の使用に適し、バイオリンとともに提示され、かつ、当該バイオリンとともに販売されるものは、それが重要な特性を全体に与えているケースである場合を除き、バイオリンに含まれる。,○×,○,"通則5(a)では、「写真機用ケース、楽器用ケース、銃用ケース、製図機器用ケース、首飾り用ケースその他これらに類する容器で特定の物品又は物品のセットを収納するために特に製作し又は適合させたものであって、長期間の使用に適し、当該容器に収納される物品とともに提示され、かつ、通常当該物品とともに販売されるものは、当該物品に含まれる。ただし、この(a)の原則は、重要な特性を全体に与えている容器については、適用しない。」とされる。
バイオリンを収納するために特に製作したケースは「楽器用ケース」であるから、本問は正しい。"
関税定率法（定義、関税率、その他）,57-25-5,関税率表第16部の注は、関税率表第72類から第83類までの卑金属及びその製品に関するものである。,○×,×,16部は「機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生機の機器並びにこれらの部分品及び附属品」であり84類と85類が属するため、16部の注は84類と85類に属する物品に関するものである。72類から83類までの卑金属及びその製品は、15部である。
外国為替及び外国貿易法,57-26-1,貨物を輸入しようとする者は、当該貨物の輸入について、経済産業大臣の輸入割当てを受けることを要するときに限り、経済産業大臣の輸入の承認を受けなければならない。,○×,×,貨物を輸入しようとする者が外為法52条、輸入令4条1項による経済産業大臣の承認を受けなければならないのは、①経済産業大臣の輸入割当てを受けることを要する貨物(輸入割当品目  輸入令4条1項1号、9条1項、輸入公表一)の他、②特定の国又は地域を原産地又は船積地域とする特定の貨物(2号承認品目 輸入令4条1項2号、輸入公表二)、③全地域を原産地又は船積地域とする特定の貨物(2の2号承認品目 4条1項2号、輸入公表二の二)、④ 輸入について一定の手続（事前確認等）を行うべき旨が公表されている貨物(その他公表品目  輸入令4条1項3号、輸入公表三)である。①に限り経済産業大臣の輸入の承認を受けなければならないとする点が誤りとなる。
外国為替及び外国貿易法,57-26-2,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物を仮に陸揚げしようとするときは、経済産業大臣の輸入の承認を受けなければならない。,○×,×,仮陸揚貨物については、日本が締結した条約その他の国際約束を誠実に履行するため必要がある場合として経済産業大臣が定める場合を除き、経済産業大臣の輸入の承認は不要である(輸入令14条3号)。
外国為替及び外国貿易法,57-26-3,経済産業大臣の輸入割当てを受けた者から当該輸入割当てに係る貨物の輸入の委託を受けた者が当該貨物を輸入しようとする場合には、経済産業大臣の確認を受けたときであっても、当該輸入の委託を受けた者は、経済産業大臣の輸入の承認を受けなければならない。,○×,×,"公式解答では誤りとされているが、それを説明するための考え方が2つ存在する。どちらにしてもかなり細かい話なので、深入りしない方がよい。

輸入割当の対象となる貨物を輸入しようとする者は、輸入割当てを受けた後でなければ、経済産業大臣による輸入の承認を受けることができない。ただし、輸入割当てを受けた者から輸入の委託を受けた者が当該貨物を輸入しようとする場合において、経済産業大臣が定める場合に該当するとき、又は経済産業大臣の確認を受けたときは、この限りでない(輸入令9条1項)。

1つめの考え方は、この経済産業大臣の確認を受ける場合、委託を受けたことを証する書類や委託に係る輸入割当証明書とともに輸入承認申請書を経済産業大臣に提出するため(輸入規則2条1項4号)、確認と承認申請の手続が同時に行われ、確認を受ければ承認もされたと考えられるので、改めて承認を受けなくてよいからというものである。しかし、確認と承認は一応法律上区別されているのだから、事実上確認を受けたから承認もされたと考えるのはよいとしても、法律上確認を受けたから承認もされたと考えるのは少し強引な解釈ではないだろうか。法律上は、確認を受けたから承認もされたという理屈ではなく、確認と承認それぞれ別々に受けているが受けるための手続が同じだっただけである。そうすると、試験では法律上の話を問うているはずなのに、事実上の話と混同しているような解釈となりうる。（絶対にこの考え方が間違っているとまでは言っていない。）

2つめの考え方である。輸入令9条1項のただし書の意味は、既に輸入割当てを受けた者から輸入の委託を受けた者は、経済産業大臣が定める場合に該当するとき、又は経済産業大臣の確認を受けたときは、改めて輸入割当てを受けなくても輸入承認を受けることができるという意味である。輸入割当てを受けなくてもいいが、輸入承認は受けなければならないのである。この輸入承認を申請するときは、委託を受けた者が経済産業大臣の確認を受ける際に輸入承認も申請することになるのだが、申請者名の欄に委託した者の名を記した上で輸入承認を申請する(輸入注意事項12第20号 委託輸入の確認申請手続について)。そうすると、申請書の提出をするのは委託を受けた者であるが、法律上申請したのは委託した者ということになるので、承認も委託した者が受けることになる。
したがって、委託した者が輸入承認を受けなければならないのであって、委託を受けた者が輸入承認を受けなければならないとする部分が誤りとなる。
法律的には、2つめの考え方は一応筋が通っている。しかし通関士試験の出題としては細すぎる規定を問うものであり、出題者は本当にこんなことを問いたかったのか疑問である。

真相は不明だが、出題者が1つめの考え方に基づいて作問していたとすれば、作問ミスが疑われる。2つめの考え方に基づいて作問していたとすれば、なぜこのような出題をしたのか不思議である。"
外国為替及び外国貿易法,57-26-4,経済産業大臣の輸入割当てを受けるべきものとして公表された品目に該当する貨物に係る輸入割当証明書の交付を受けた者は、その交付に係る貨物の全部又は一部を希望しなくなった場合であっても、当該輸入割当証明書を経済産業大臣に返還することを要しない。,○×,×,輸入割当証明書の交付を受けた者が、その交付に係る貨物の全部又は一部を希望しなくなったときは、遅滞なく、当該輸入割当証明書に希望しない割当数量を記入した上で経済産業大臣に返還しなければならない(輸入規則2条5項)。
外国為替及び外国貿易法,57-26-5,経済産業大臣の輸入割当ては、貨物の数量により行うこととされているが、貨物の数量により輸入割当てを行うことが困難である場合には、貨物の価額により行うことができる。,○×,○,輸入割当ては、貨物の数量により行なう。ただし、貨物の数量により輸入割当てを行なうことが困難である場合又は適当でない場合には、貨物の価額により行なうことができる(輸入令9条2項)。
関税法（不服申立て）,57-27-1,関税の滞納処分に関する税関長の処分に不服がある者は、当該税関長に対して、再調査の請求をすることができる。,○×,○,関税法又は他の関税に関する法律の規定による税関長の処分に不服がある者は再調査の請求をすることができ、この税関長の処分には税関長が税関の名においてする処分や関税法118条5項本文及び134条4項から6項の規定により徴収する関税の賦課・徴収・滞納処分が含まれるので、関税の滞納処分に関する税関長の処分に不服がある者は再調査の請求ができる(関税法89条1項、同法基本通達89-1(1)(3))。
関税法（不服申立て）,57-27-2,関税の確定又は徴収に関する税関長の処分についての再調査の請求は、当該処分があったことを知った日の翌日から起算して3月又は当該処分があった日の翌日から起算して1年を経過したときは、正当な理由があるときを除き、することができない。,○×,○,行政不服審査法54条にその通りの規定がある。
関税法（不服申立て）,57-27-3,税関長が、輸入されようとする貨物のうちに風俗を害すべき物品に該当すると認めるのに相当の理由がある貨物があるとして、当該貨物を輸入しようとする者に対し、その旨を通知した場合は、当該通知の取消しの訴えを行おうとする者は、当該通知についての審査請求に対する裁決を経ることなく、当該訴えを提起することができることとされている。,○×,×,関税の確定・徴収に関する処分又は滞納処分と、輸出入してはならない貨物のうち公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノに該当すると認めるのに相当の理由がある貨物がある旨の通知(関税法69条の2第3項、69条の11第3項) の取消しの訴えは、当該処分又は通知についての審査請求に対する裁決を経た後でなければ、提起することができない(審査請求前置  93条)。
関税法（不服申立て）,57-27-4,関税法の規定による税関長の処分について審査請求がされた場合であっても、行政不服審査法第46条第1項(処分についての審査請求の認容)の規定により審査請求に係る処分(法令に基づく申請を却下し、又は棄却する処分及び事実上の行為を除く。)の全部を取り消すとき(当該処分の全部を取り消すことについて反対する旨の意見書が提出されているとき及び口頭意見陳述においてその旨の意見が述べられているときを除く。)は、財務大臣は、関税等不服審査会に諮問することを要しない。,○×,○,関税法91条3号にその通りの規定がある。審査請求の対象となっている税関長の処分が取り消されると、処分を受けた者に不利益はないため、もはや審査を行う意味がないからである。その後は審査請求が取り下げられるか却下の裁決がされることとなるが、本問の括弧内で付されている例外規定も含め、通関士試験では細かいことなので立ち入らなくてよい。
関税法（不服申立て）,57-27-5,関税の徴収に関する税関長の処分についての審査請求があった場合において、当該審査請求がされた日の翌日から起算して3月を経過しても裁決がないときは、その審査請求人は、裁決を経ることなく、当該処分の取消しの訴えを提起することができることとされている。,○×,○,"関税の確定・徴収に関する処分又は滞納処分と、輸出入してはならない貨物のうち公安又は風俗を害すべき書籍、図画、彫刻物その他の物品、児童ポルノに該当すると認めるのに相当の理由がある貨物がある旨の通知(関税法69条の2第3項、69条の11第3項) の取消しの訴えは、当該処分又は通知についての審査請求に対する裁決を経た後でなければ、提起することができないのが原則である(審査請求前置  93条)。

ただし、①審査請求があった日から3月を経過しても裁決がないとき、②処分、処分の執行又は手続の続行により生ずる著しい損害を避けるため緊急の必要があるとき、③その他裁決を経ないことにつき正当な理由があるときのいずれかに該当すれば、裁決を経ないで、取消しの訴えを提起することができる(行政事件訴訟法8条2項)。

本問で述べられているのは①の場合であるが、①は初日不算入により審査請求があった日ではなくその翌日が起算日となるため、審査請求がされた日の翌日から起算して3月を経過しても裁決がないときと同じ意味である(関税法2条の2、国税通則法10条1項1号)。わざわざ行政事件訴訟法8条2項の条文と異なる表現を使用している引っ掛けであるが、一応、関税法基本通達89-8(1)に本問と同じ表現で記されている。"
関税法（罰則）,57-28-1,関税法第67条(輸出又は輸入の許可)の輸入申告に際し、偽った書類を提出して貨物を輸入しようとした者は、その行為が税関職員に発見された場合であっても、その発見が当該貨物の輸入の許可前であるときは、関税法の規定に基づき罰せられることはない。,○×,×,"輸入申告に際し、偽った書類を提出して貨物を輸入した者は、関税法の規定に基づき罰せられることがある(関税法111条1項2号)。また、同条3項では、この「犯罪の実行に着手してこれを遂げない者についても」罰せられる旨が規定されている。これは未遂犯（みすいはん）というタイプの規定であり、この規定が存在する犯罪についてだけは、犯行に及んだものの犯罪の結果が出なかった場合も罰せられる。厳密にはもっと細かい話があるのだが、通関士試験の範囲ではないため省略する。
本問では、偽った書類を提出しているので「犯罪の実行に着手」しており、輸入許可前に税関職員に発見され貨物を輸入できていなくても（「これを遂げない者についても」）未遂犯として罰せられることがある。"
関税法（罰則）,57-28-2,不正の行為により関税を免れようとする輸入者から通関業務の依頼を受けた通関業者が、当該輸入者から入手した仕入書が偽ったものであると知りながら、税関への輸入申告に際し、その偽った仕入書を提出して貨物を輸入することとなった場合は、当該通関業者も関税法の規定に基づき罰せられることがある。,○×,○,偽りその他不正の行為により関税を免れた者や、関税を納付すべき貨物について偽りその他不正の行為により関税を納付しないで輸入した者は、関税法110条1項により罰せられることがある。さらに、輸入者本人だけではなく、通関業者の偽りその他不正の行為により関税を免れ、若しくは関税の払戻しを受け、又は関税を納付すべき貨物を関税を納付しないで輸入することとなった場合においては、その通関業者についても、罰せられることがある(同条2項)。
関税法（罰則）,57-28-3,関税法第110条第1項(関税を免れる等の罪)の犯罪に係る貨物について、情を知って当該貨物を有償で取得した者は、関税法の規定に基づき罰せられることがある。,○×,○,「情を知って」というのは、事情を知った上でという意味である。関税法第110条第1項(関税を免れる等の罪)では、偽りその他不正の行為により関税を免れ、又は関税の払戻しを受けることや、関税を納付すべき貨物について偽りその他不正の行為により関税を納付しないことが犯罪とされているが、これらの行為によって関税を免れる等した貨物について、そういった不正行為により関税を免れた等の貨物であるという事情を知りながら、その貨物を有償で（お金を払って）取得した者は、関税法112条1項の規定に基づき罰せられることがある。つまり、不正行為により関税を免れた等の貨物であることを知りながら買うと、犯罪なのである。
関税法（罰則）,57-28-4,関税法第105条第1項(税関職員の権限)の規定による税関職員の質問に対して偽りの陳述をした者は、1年以下の拘禁刑又は50万円以下の罰金に処せられることがある。,○×,○,関税法第105条第1項(税関職員の権限)の規定による税関職員の質問に対して答弁せず、若しくは偽りの陳述をし、又はその職務の執行を拒み、妨げ、若しくは忌避（きひ）した者は、1年以下の拘禁刑又は50万円以下の罰金に処せられることがある(114条の2第16号)。
関税法（罰則）,57-28-5,保税蔵置場において貨物を管理する者であって、その管理する外国貨物について関税法第34条の2(記帳義務)の規定に基づき設けなければならない帳簿について、当該帳簿の記載を偽ったものは、1年以下の拘禁刑又は30万円以下の罰金に処せられることがある。,○×,○,保税蔵置場において貨物を管理する者であって、その管理する外国貨物について関税法第34条の2(記帳義務)の規定に基づき設けなければならない帳簿について、帳簿の記載をしない、帳簿を偽る、帳簿を隠すといった行為のうちいずれかを行った場合は、1年以下の拘禁刑又は30万円以下の罰金に処せられることがある(115条の2第7号)。
関税関係特例法,57-29-1,輸入しようとする貨物が商標権を侵害する貨物に該当するか否かについての認定手続における、関税法第69条の12第4項の規定による税関長の求めによる商標権を侵害する貨物に該当しない旨を証する書類の提出は、電子情報処理組織(NACCS)を使用して行うことができない。,○×,×,"輸入されようとする貨物のうちに知的財産侵害物品に該当すると税関長が思料（しりょう。考えること。）するものがあるため認定手続を執る場合は、税関長はその旨等を権利者と輸入者に対して通知するが、輸入者は認定手続が執られた貨物（疑義貨物）について知的財産侵害物品に該当しない旨の主張をする場合には、知的財産侵害物品に該当しない旨を証する書類やその他書類の提出をすることができる(関税法69条の12第4項)。要するに、これらの書類を証拠として提出することで知的財産侵害物品じゃないよと反論していくわけである。
そしてこれらの書類の提出は、NACCSを使用して行うことができる(NACCS法2条2号イ、施行令1条1項1号、別表43の4の項)。
試験対策としてのテクニックだが、特定の業務がNACCSを使用して行うことができるかを問われているときは、できると考えた方が正解する確率が高い。NACCSは法改正により使用可能な業務の範囲が年々広がっており、試験で問われるようなことは大体できる。稀にできない業務が挙げられることもあるが、知らないものが出たときは考えても意味が無いので、とりあえずできると考えて答えを出そう。何ができるかはかなり細かく規定されているので、勉強が進んでいない受験生は無理に覚えなくてもよい。"
関税関係特例法,57-29-2,電子情報処理組織(NACCS)を使用して関税法第67条(輸出又は輸入の許可)の規定による輸入申告が行われる場合には、税関長は、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機に備えられたファイルへの記録により明らかにすることができる入力事項であっても、その入力を省略させることができない。,○×,×,NACCSを使用して輸出入申告等の手続を行う場合には、税関長は、輸出入・港湾関連情報処理センター株式会社の使用に係る電子計算機に備えられたファイルへの記録により明らかにすることができる入力事項、貨物の記号その他税関長が入力の必要がないと認める事項については、入力を省略させることができる(NACCS法施行令3条1項、同法施行規則1条)。
関税関係特例法,57-29-3,通関業者は、他人の依頼に応じて税関官署に対してする輸入申告を電子情報処理組織(NACCS)を使用して行う場合には、その申告の入力を通関士に行わせなければならない。,○×,×,"通関業者は、NACCSを使用して他人の依頼による申告等（通関業法14条による通関士の審査が必要な通関書類を提出して行う申告等に限る。）を行う場合には、当該申告等の入力の内容を通関士に審査させなければならない(NACCS法5条)。
そして、当該申告等の入力の内容を審査した通関士にその通関士識別符号を使用させて、当該審査をした旨を入力させる(同法施行規則4条)。
つまり、申告の入力を通関士に行わせなければならないのではなく、審査をした旨の入力を通関士に行わせなければならない。申告の入力は通関士以外でもできるのである。"
関税関係特例法,57-29-4,通関業者は、他人の依頼に応じて税関官署に対してする輸入申告を電子情報処理組織(NACCS)を使用して行う場合において、その申告の入力の内容を通関士に審査させるときは、当該内容を電子情報処理組織(NACCS)の入出力装置の表示装置に出力するとともに、当該内容を紙面に出力して行わなければならない。,○×,×,NACCSを使用する場合における通関士の審査は、同条に規定する申告等の入力の内容を紙面又は入出力装置の表示装置に出力して行う(NACCS法5条、同法施行令6条)。紙に印刷したもの以外に、入出力装置の表示装置（PCのディスプレイ等のこと。）に表示させてもよいということである。通関の仕事もペーパーレス化が推進されているので、紙に印刷したものでしか出来ない業務は、法律上は減っている。
関税関係特例法,57-29-5,通関業法第4条第1項の規定による通関業の許可申請書の提出は、電子情報処理組織(NACCS)を使用して行うことができる。,○×,○,NACCSを使用して行うことができる(NACCS法2条2号イ、施行令1条1項1号、別表93の4の項)。
関税定率法（特殊関税）,57-30-1,輸入貨物に不当廉売関税が課されている場合において、不当廉売された当該輸入貨物の輸入及び当該輸入が本邦の産業に実質的な損害を与える事実が、当該不当廉売関税を課することとした期間の満了後に継続するおそれがあると認められるときであっても、当該期間を延長することはできない。,○×,×,輸入貨物に不当廉売関税が課されている場合において、不当廉売された当該輸入貨物の輸入及び当該輸入が本邦の産業に実質的な損害を与える事実が、当該不当廉売関税を課することとした期間の満了後に継続し、又は再発するするおそれがあると認められるときは、当該期間を延長することができる(関税定率法8条25項)。
関税定率法（特殊関税）,57-30-2,関税定率法第8条第1項に規定する本邦の産業とは、不当廉売された輸入貨物と同種の貨物の本邦における総生産高に占める生産高の割合が相当の割合以上である本邦の生産者をいうものとされている。,○×,○,"不当廉売関税に関する政令4条1項にその通りの規定がある。相当の割合とは概ね50%である(不当廉売関税に関する手続等についてのガイドライン4)。
つまり、同種の貨物を日本で生産しており、かつ、日本におけるその同種の貨物の生産高の割合が概ね50%以上はあるような生産高の多い生産者を直接に保護するための規定が不当廉売関税であり、その分野における弱小事業者は潰れたところで日本の産業に影響がないため、不当廉売関税制度により直接には保護されていない。"
関税定率法（特殊関税）,57-30-3,関税定率法第8条第1項に規定する本邦の産業に利害関係を有する者は、政府に対し、不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実についての十分な証拠を提出し、当該貨物に対し不当廉売関税を課することを求めることができる。,○×,○,関税定率法8条4項にその通りの規定がある。
関税定率法（特殊関税）,57-30-4,不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実の有無についての関税定率法第8条第5項の規定による調査は、当該調査を開始した日から1年以内に終了するものとされているが、特別の理由により必要があると認められる場合には、その期間を6月以内に限り延長することができる。,○×,○,関税定率法8条6項にその通りの規定がある。
関税定率法（特殊関税）,57-30-5,政府は、不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実の有無についての関税定率法第8条第5項の規定による調査が終了した場合において、不当廉売関税を課さないときは、同条第9項の規定により課された暫定的な関税又は提供された担保を速やかに還付し、又は解除しなければならない。,○×,○,"政府は、不当廉売された貨物の輸入の事実及び当該輸入が本邦の産業に実質的な損害を与える事実の有無について調査を行うことができるが(関税定率法8条5項)、調査が開始された日から60日を経過する日以後においては、調査完了前においても、十分な証拠により、不当廉売された貨物の輸入の事実及び当該輸入の本邦の産業に与える実質的な損害等の事実を推定することができ、当該本邦の産業を保護するため必要があると認められるときは、貨物、貨物の供給者又は供給国、期間を指定し、暫定的な関税（つまり仮の関税）を賦課し、又はその関税額に相当する担保提供命令を行うことができる(同条9項)。
調査の結果不当廉売関税を課さないときは、暫定的な関税又は提供された担保を速やかに還付し、又は解除しなければならない(同条11項)。不当廉売関税を課さないのだから、仮の関税として預かっていたお金や担保を、預けた人や提供した人に返さなければいけないのである。"
